URL,Nome do Produto,Codigo de Barras,Data da Coleta
https://meggaatacadista.com.br/xarope-monin-amendoa-700ml---14449-13,XAROPE MONIN AMENDOA 700ML,3052910056247,2025-08-01T15:16:19.340834
https://meggaatacadista.com.br/xarope-monin-amora-700ml-14450-13,XAROPE MONIN AMORA 700ML,3052910056346,2025-08-01T15:16:21.805777
https://meggaatacadista.com.br/xarope-monin-baunilha-700ml---14452-13,Megga Atacadista,Não encontrado,2025-08-01T15:16:23.802342
https://meggaatacadista.com.br/xarope-monin-limao-siciliano-700ml-14453-13,XAROPE MONIN LIMAO SICILIANO 700ML,3052910056209,2025-08-01T15:16:26.083386
https://meggaatacadista.com.br/xarope-monin-caramelo-salgado-700ml--14454-13,Xarope Monin Caramelo Salgado 700ml,3052911145094,2025-08-01T15:16:28.369233
https://meggaatacadista.com.br/xarope-monin-tangerina-700ml-14455-13,Xarope Monin Tangerina 700ml,3052910010225,2025-08-01T15:16:30.534874
https://meggaatacadista.com.br/xarope-monin-coco-700ml--14456-13,Xarope Monin Coco 700ml,3052910056322,2025-08-01T15:16:32.827609
https://meggaatacadista.com.br/xarope-monin-cranberry-700ml-14458-13,Megga Atacadista,Não encontrado,2025-08-01T15:16:34.808919
https://meggaatacadista.com.br/xarope-monin-framboesa-700ml-14461-13,XAROPE MONIN FRAMBOESA 700ML,3052910056278,2025-08-01T15:16:37.024342
https://meggaatacadista.com.br/xarope-monin-grenadine-700ml-14462-13,Xarope Monin Grenadine 700ml,3052910056254,2025-08-01T15:16:39.349737
https://meggaatacadista.com.br/xarope-monin-hibisco-700ml-14463-13,XAROPE MONIN HIBISCO 700ML,3052919041336,2025-08-01T15:16:51.674371
https://meggaatacadista.com.br/xarope-monin-maca-verde-700ml-14464-13,XAROPE MONIN MACA VERDE 700ML,3052910015107,2025-08-01T15:16:54.064510
https://meggaatacadista.com.br/xarope-monin-mirtilo-700ml-14465-13,XAROPE MONIN MIRTILO 700ML,3052910055318,2025-08-01T15:16:56.438440
https://meggaatacadista.com.br/xarope-monin-pessego-700ml-14466-13,Megga Atacadista,Não encontrado,2025-08-01T15:16:58.555498
https://meggaatacadista.com.br/xarope-monin-caramelo-700ml-14467-13,XAROPE MONIN CARAMELO 700ML,3052910006907,2025-08-01T15:17:01.047586
https://meggaatacadista.com.br/xarope-monin-manga-700ml-14468-13,XAROPE MONIN MANGA 700ML,3052910055226,2025-08-01T15:17:03.434684
https://meggaatacadista.com.br/rum-havana-club-anejo-7-years-750ml--14473-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:05.640222
https://meggaatacadista.com.br/costela-assada-em-tiras-bovino-cara-preta-ang-kg-aprox-0600-14506-13,"COSTELA ASSADA EM TIRAS BOVINO CARA PRETA ANG KG (APROX. 0,600)",7908267501786,2025-08-01T15:17:07.970549
https://meggaatacadista.com.br/costela-minga-bovina-cara-preta-ang-kg-aprox-5000-14507-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:09.927520
https://meggaatacadista.com.br/costela-janela-angus-cara-preta-aprox-4200-14508-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:12.017387
https://meggaatacadista.com.br/peixinho-bovina-cara-preta-ang-kg-aprox-0900-14513-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:13.757305
https://meggaatacadista.com.br/batata-carinhas-bem-brasil-400g-14514-13,BATATA CARINHAS BEM BRASIL 400G,7898921567275,2025-08-01T15:17:16.103954
https://meggaatacadista.com.br/suco-de-uva-tto-int-casa-madeira-250ml-14516-13,SUCO DE UVA TTO INT CASA MADEIRA 250ML,7898070111596,2025-08-01T15:17:18.311995
https://meggaatacadista.com.br/suco-de-uva-int-tto-casa-madeira-1l---14517-13,SUCO DE UVA INT TTO CASA MADEIRA 1L,7898070110841,2025-08-01T15:17:20.464552
https://meggaatacadista.com.br/geleia-original-casa-madeira-uva-240ml-14521-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:22.325622
https://meggaatacadista.com.br/geleia-trad-casa-madeira-amora--240ml-14522-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:24.005809
https://meggaatacadista.com.br/geleia-trad-casa-madeira-morango-240ml-14523-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:25.944808
https://meggaatacadista.com.br/geleia-trad-casa-madeira-fta-verm-240ml-14524-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:27.781601
https://meggaatacadista.com.br/manteiga-com-sal-natulact-35kg-14545-13,"MANTEIGA COM SAL NATULACT 3,5KG",7898965755010,2025-08-01T15:17:30.198962
https://meggaatacadista.com.br/file-px-surubim-oceannus-kg-14546-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:31.967663
https://meggaatacadista.com.br/acem-short-rib-bov-cara-preta-ang-kg-aprox-0540-14567-13,"ACEM SHORT RIB BOV CARA PRETA ANG KG (APROX. 0,540)",7908267501809,2025-08-01T15:17:44.362841
https://meggaatacadista.com.br/bife-do-vazio-bovino-cara-preta-ang-kg-aprox-0700-14568-13,"BIFE DO VAZIO BOVINO CARA PRETA ANG KG (APROX. 0,700)",7908267503292,2025-08-01T15:17:46.742157
https://meggaatacadista.com.br/bov-lagarto-cara-preta-angus-kg-14570-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:48.513376
https://meggaatacadista.com.br/molho-sabor-queijo-chedar-polenghi-220g---14572-13,MOLHO SABOR QUEIJO CHEDAR POLENGHI 220G,7891143020030,2025-08-01T15:17:50.848738
https://meggaatacadista.com.br/molho-sabor-cebola-caram-polenghi-220g-14573-13,MOLHO SABOR CEBOLA CARAM POLENGHI 220G,7891143020023,2025-08-01T15:17:52.893679
https://meggaatacadista.com.br/creme-chantilly-spray-polenghi-250g---14574-13,CREME CHANTILLY SPRAY POLENGHI 250G,7891143019089,2025-08-01T15:17:55.032993
https://meggaatacadista.com.br/file-costela-tomah-bovina-cara-preta-ang-kgaprox-1100-14601-13,"FILE COSTELA TOMAH BOVINA CARA PRETA ANG KG(APROX. 1,100)",7908267504855,2025-08-01T15:17:57.083158
https://meggaatacadista.com.br/bov-bife-ancho-cara-preta-angus-kg-14602-13,Megga Atacadista,Não encontrado,2025-08-01T15:17:58.852318
https://meggaatacadista.com.br/bov-bife-ancho-cara-preta-angus-porc-kg-14604-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:01.169702
https://meggaatacadista.com.br/maminha-bovina-cara-preta-ang-kg-aprox-0900-14605-13,"MAMINHA BOVINA CARA PRETA ANG KG (APROX. 0,900)",7908267502806,2025-08-01T15:18:03.858786
https://meggaatacadista.com.br/raquete-flat-iron-bov-cara-preta-ang-kg-aprox-1100-14610-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:06.037360
https://meggaatacadista.com.br/bananinha-bovina-cara-preta-ang-kg-aprox-0600-14613-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:08.067534
https://meggaatacadista.com.br/batata-tradicional--batata-9mm-bem-brasil-1kg---14620-13,BATATA TRADICIONAL + BATATA 9MM BEM BRASIL 1KG,7898921567114,2025-08-01T15:18:10.240523
https://meggaatacadista.com.br/px-posta-corvina-luzitania-g-kg-14627-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:12.184384
https://meggaatacadista.com.br/px-posta-corvina-nacional-gg-kg-14628-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:13.992176
https://meggaatacadista.com.br/skirt-steak-bovina-cara-preta-ang-kg-aprox-0500-14629-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:15.723210
https://meggaatacadista.com.br/preparo-beb-po-italac-morango-400g-14632-13,PREPARO BEB PO ITALAC MORANGO 400G,7898080640963,2025-08-01T15:18:18.161365
https://meggaatacadista.com.br/achocolatado-em-po-italac-700g---14637-13,ACHOCOLATADO EM PO ITALAC 700G,7898080640956,2025-08-01T15:18:20.361523
https://meggaatacadista.com.br/px-posta-pescada-amarela-oceannus-kg-14639-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:23.034143
https://meggaatacadista.com.br/manteiga-com-sal-natulact-500g---14641-13,MANTEIGA COM SAL NATULACT 500G,7898994558262,2025-08-01T15:18:25.078971
https://meggaatacadista.com.br/file-peito-frango-congelado-seara-1kg-14643-13,FILE PEITO FRANGO CONGELADO SEARA 1KG,7894904015108,2025-08-01T15:18:36.548232
https://meggaatacadista.com.br/gin-orloff-1l---14649-13,GIN ORLOFF 1L,7891050002259,2025-08-01T15:18:39.125826
https://meggaatacadista.com.br/manteiga-com-sal-italac-500g-14653-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:41.227785
https://meggaatacadista.com.br/manteiga-com-sal-italac-200g-14654-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:43.049242
https://meggaatacadista.com.br/queijo-mussarela-italact-inteiro-kg-14658-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:44.771330
https://meggaatacadista.com.br/vinho-portugues-condes-de-barcelos-branco-750ml---14664-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:46.604776
https://meggaatacadista.com.br/vinho-italiano-trinacria-igp-750ml---14665-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:48.392891
https://meggaatacadista.com.br/vinho-portugues-ea-bco-750ml-14666-13,VINHO PORTUGUES EA BCO 750ML,5602720114071,2025-08-01T15:18:50.624312
https://meggaatacadista.com.br/vinho-espanhol-don-luciano-tempra-cos-750ml---14674-13,VINHO ESPANHOL DON LUCIANO TEMPRA COS 750ML,8410261400006,2025-08-01T15:18:52.780178
https://meggaatacadista.com.br/vinho-portugues-do-sol-tto-750ml---14675-13,VINHO PORTUGUES DO SOL TTO 750ML,5601766700415,2025-08-01T15:18:54.791013
https://meggaatacadista.com.br/vinho-portugues-do-sol-bco-750ml-14676-13,VINHO PORTUGUES DO SOL BCO 750ML,5601766700408,2025-08-01T15:18:56.931697
https://meggaatacadista.com.br/px-posta-atum-luzitania-1kg-14682-13,Megga Atacadista,Não encontrado,2025-08-01T15:18:58.974068
https://meggaatacadista.com.br/px-int-manjuba-pilom-luzitan-cong-800g-14684-13,PX INT MANJUBA (PILOM) LUZITAN CONG 800G,7898440422215,2025-08-01T15:19:01.576456
https://meggaatacadista.com.br/asa-de-frango-friato-congelado-bandeja-1kg-14703-13,ASA DE FRANGO FRIATO CONGELADO BANDEJA 1KG,7896733300806,2025-08-01T15:19:04.162179
https://meggaatacadista.com.br/batata-tradicional-9mm-bem-brasil-105kg---14706-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:06.125483
https://meggaatacadista.com.br/vinho-chileno-santa-helena-siglo-merlot-750ml-14707-13,VINHO CHILENO SANTA HELENA SIGLO MERLOT 750ML,7804300011437,2025-08-01T15:19:08.347848
https://meggaatacadista.com.br/vinho-italiano-corvo-rosso-750ml--14709-13,Vinho Italiano Corvo Rosso 750ml,8007063121033,2025-08-01T15:19:10.511587
https://meggaatacadista.com.br/vinho-argentino-septima-cabernet-sauv-750ml--14712-13,Vinho Argentino Septima Cabernet Sauv 750ml,7798078230032,2025-08-01T15:19:12.636799
https://meggaatacadista.com.br/file-px-salmao-18002000-kg-14720-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:14.439489
https://meggaatacadista.com.br/vinho-portugues-ea-tto-750ml---14722-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:16.210120
https://meggaatacadista.com.br/vinho-chi-estelas-rapel-merlot-750ml-14735-13,Vinho Chi Estelas Rapel Merlot 750ml,7804350600353,2025-08-01T15:19:29.428814
https://meggaatacadista.com.br/queijo-inteiro-tipo-gorgonzola-vigor-kg-14742-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:31.659620
https://meggaatacadista.com.br/tentaculos-lula-oceannus-cong-kg-14747-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:34.026494
https://meggaatacadista.com.br/vinho-portugues-colheita-cartuxa-tto-750ml---14755-13,VINHO PORTUGUES COLHEITA CARTUXA TTO 750ML,5602720044057,2025-08-01T15:19:36.366202
https://meggaatacadista.com.br/vinho-por-alecrim-bco-seco-750ml-14780-13,VINHO POR ALECRIM BCO SECO 750ML,5602012444046,2025-08-01T15:19:38.764710
https://meggaatacadista.com.br/vinho-por-alecrim-tto-seco-750ml-14781-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:40.559309
https://meggaatacadista.com.br/vinho-argentino-chac-chac-malbec-750ml-14791-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:42.574244
https://meggaatacadista.com.br/vinho-argentino-manos-negras-pinot-noir-750ml--14801-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:44.312806
https://meggaatacadista.com.br/hamburguer-bov-angus-cara-preta-2x180g---14833-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:46.143367
https://meggaatacadista.com.br/lombinho-han-steak-bov-cara-preta-ang-kg-aprox-0800-14837-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:47.811832
https://meggaatacadista.com.br/picanha-bovina-angus-cara-preta-congelado-un-aprox15kg-14839-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:49.454496
https://meggaatacadista.com.br/vinho-chileno-branco-condor-millaman-sauvignon-blanc-garrafa-750ml-14865-13,VINHO CHILENO BRANCO CONDOR MILLAMAN SAUVIGNON BLANC GARRAFA 750ML,7804452008026,2025-08-01T15:19:51.828578
https://meggaatacadista.com.br/atum-ventrescovaa-robinson-crusoe-120g---14879-13,ATUM VENTRESCOVAA ROBINSON CRUSOE 120G,7898943163325,2025-08-01T15:19:54.365902
https://meggaatacadista.com.br/cachaca-xiboquinha-tradicional-965ml-14886-13,Megga Atacadista,Não encontrado,2025-08-01T15:19:56.233441
https://meggaatacadista.com.br/vinho-portugues-cartuxa-colheita-bco-14901-13,VINHO PORTUGUES CARTUXA COLHEITA BCO,5602720144078,2025-08-01T15:19:58.197137
https://meggaatacadista.com.br/vinho-esp-don-luciano-temp-tto-375ml-14903-13,VINHO ESP DON LUCIANO TEMP TTO 375ML,8410261400105,2025-08-01T15:20:00.719232
https://meggaatacadista.com.br/px-evisc-pescada-nacional-57-kg-14906-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:04.364182
https://meggaatacadista.com.br/bisteca-suina-sadia-fatiada-iwp-kg-aprox-0900-14913-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:07.259784
https://meggaatacadista.com.br/coxa-frango-friato-kg-14914-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:09.484233
https://meggaatacadista.com.br/file-de-peito-frango-avivar-1kg-14922-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:11.639968
https://meggaatacadista.com.br/px-evisc-pescada-lusitania-1kg-14923-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:23.519643
https://meggaatacadista.com.br/vinho-argentino-amadeo-cabernet-sauvignon-tto---14930-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:25.777803
https://meggaatacadista.com.br/vinho-espanhol-don-luciano-cosech-bco-750ml---14931-13,VINHO ESPANHOL DON LUCIANO COSECH BCO 750ML,8410261400013,2025-08-01T15:20:27.983182
https://meggaatacadista.com.br/batata-fininhas-bem-brasil-700g---14932-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:29.851052
https://meggaatacadista.com.br/molho-tomate-tradicional-fugini-sachet-300g-14937-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:31.754858
https://meggaatacadista.com.br/fralda-bov-maturatta-grill-kg-aprox-0900-14972-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:33.501644
https://meggaatacadista.com.br/px-int-corvina-luzitania-10002000-kg-14973-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:35.364747
https://meggaatacadista.com.br/file-costela-bov-maturatta-grill-kg-aprox-1100-14976-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:37.187146
https://meggaatacadista.com.br/cupim-bov-maturatta-grill-porc-kg-aprox-1250-14977-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:38.992584
https://meggaatacadista.com.br/figado-bov-friboi-porc-kg-aprox-0900-14980-13,"FIGADO BOV FRIBOI PORC KG (APROX. 0,900)",7899567223914,2025-08-01T15:20:41.161762
https://meggaatacadista.com.br/licor-43-diego-zamora-700-ml-c1-copo-14998-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:42.924492
https://meggaatacadista.com.br/picanha-a-bovina-quickfood-imp-arg-kg-aprox-1100-15000-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:44.895410
https://meggaatacadista.com.br/batata-tradicional-bem-brasil-congelada-2kg-15001-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:46.685597
https://meggaatacadista.com.br/frango-filezinho-peito-seara-bandeja-1kg-15003-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:48.532849
https://meggaatacadista.com.br/champagne-fra-moetchandon-bco-brut-imp-750m-15004-13,Champagne Fra Moet&chandon Bco Brut Imp 750m,3185370000335,2025-08-01T15:20:50.631116
https://meggaatacadista.com.br/champagne-frances-chandon-moet-ice-imp-750ml-15006-13,CHAMPAGNE FRANCES CHANDON MOET ICE IMP 750ML,3185370457054,2025-08-01T15:20:52.819330
https://meggaatacadista.com.br/champagne-frances-veuve-clicquot-brut-15007-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:54.548846
https://meggaatacadista.com.br/espumante-chandon-reserve-brut-750ml-15008-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:56.292750
https://meggaatacadista.com.br/espumante-chandon-brut-rose-750ml-15009-13,Megga Atacadista,Não encontrado,2025-08-01T15:20:58.062228
https://meggaatacadista.com.br/espumante-chandon-passion-rose-750ml-15010-13,ESPUMANTE CHANDON PASSION ROSE 750ML,7891083611152,2025-08-01T15:21:00.189695
https://meggaatacadista.com.br/espumante-chandon-riche-demisec-750ml-15011-13,ESPUMANTE CHANDON RICHE DEMI-SEC 750ML,7891083611145,2025-08-01T15:21:12.397889
https://meggaatacadista.com.br/vinho-argentino-cabernet-sauv-altos-del-plata--15014-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:14.558816
https://meggaatacadista.com.br/vinho-argentino-terrazas-caber-reverva-750ml---15016-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:16.465581
https://meggaatacadista.com.br/vinho-argentino-latitude-33-malbec-15017-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:18.444221
https://meggaatacadista.com.br/queijo-int-parmesao-montan-federicci-kg-15022-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:20.218025
https://meggaatacadista.com.br/queijo-tp-brie-federicci-frac-kg-15023-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:22.021208
https://meggaatacadista.com.br/queijo-tp-gorgonzola-federicci-frac-kg-15024-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:23.774894
https://meggaatacadista.com.br/picanha-suina-temperada-saudali-aprox-09kg-15044-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:25.508250
https://meggaatacadista.com.br/fraldinha-suina-saudali-temperada-kg-aprox-0900-15045-13,"FRALDINHA SUINA SAUDALI TEMPERADA KG (APROX. 0,900)",7898229383706,2025-08-01T15:21:27.655691
https://meggaatacadista.com.br/sui-mascara-saudali-salg-1kg-15046-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:29.444680
https://meggaatacadista.com.br/alcatra-suina-saudali-temperado-kg-aprox-1100-15047-13,"ALCATRA SUINA SAUDALI TEMPERADO KG (APROX. 1,100)",7898229380903,2025-08-01T15:21:31.625222
https://meggaatacadista.com.br/copa-lombo-suino-saudali--kg-aprox-0900-15048-13,"COPA LOMBO SUINO SAUDALI KG (APROX. 0,900)",7898229380873,2025-08-01T15:21:33.740418
https://meggaatacadista.com.br/file-mignon-suino-saudali-temperado-kg-aprox-1100-15049-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:35.650870
https://meggaatacadista.com.br/lombo-suino-temperada-congelado-saudali--aprox-1kg-15050-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:37.545451
https://meggaatacadista.com.br/hamburguer-misto-texas-congelado-56g--15057-13,Hamburguer Misto Texas Congelado 56g,7894904500383,2025-08-01T15:21:39.686590
https://meggaatacadista.com.br/polpa-caju-brasfrut-102kg--15064-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:41.565765
https://meggaatacadista.com.br/polpa-acerola-brasfrut-100g---15071-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:43.637173
https://meggaatacadista.com.br/polpa-amora-brasfrut-100g---15072-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:45.412231
https://meggaatacadista.com.br/polpa-cacau-brasfrut-100g---15073-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:47.548077
https://meggaatacadista.com.br/polpa-caju-brasfrut-100g---15075-13,Megga Atacadista,Não encontrado,2025-08-01T15:21:49.317829
https://meggaatacadista.com.br/polpa-cupuacu-brasfrut-100g---15076-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:01.693100
https://meggaatacadista.com.br/polpa-goiaba-brasfrut-100g---15077-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:04.066725
https://meggaatacadista.com.br/polpa-graviola-brasfrut-100g---15078-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:06.161170
https://meggaatacadista.com.br/polpa-manga-brasfrut-100g---15079-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:08.066231
https://meggaatacadista.com.br/polpa-maracuja-brasfrut-100g---15080-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:09.728830
https://meggaatacadista.com.br/polpa-morango-brasfrut-100g---15081-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:11.792663
https://meggaatacadista.com.br/polpa-tamarindo-brasfrut-cong-100g-15083-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:13.507203
https://meggaatacadista.com.br/polpa-umbu-brasfrut-100g---15084-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:15.323228
https://meggaatacadista.com.br/detergente-invicto-limao-500ml---15089-13,DETERGENTE INVICTO LIMAO 500ML,7898031170358,2025-08-01T15:22:17.457126
https://meggaatacadista.com.br/detergente-invicto-clean-500ml---15090-13,DETERGENTE INVICTO CLEAN 500ML,7898031170365,2025-08-01T15:22:19.465045
https://meggaatacadista.com.br/detergente-invicto-maca-500ml---15092-13,DETERGENTE INVICTO MACA 500ML,7898031170341,2025-08-01T15:22:21.641928
https://meggaatacadista.com.br/detergente-invicto-coco-500ml---15093-13,DETERGENTE INVICTO COCO 500ML,7898031171416,2025-08-01T15:22:23.888187
https://meggaatacadista.com.br/detergente-liq-invicto-limao-18lt-15094-13,"DETERGENTE LIQ INVICTO LIMAO 1,8LT",7898031170433,2025-08-01T15:22:25.890084
https://meggaatacadista.com.br/detergente-liq-invicto-neutro-18lt-15095-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:27.812900
https://meggaatacadista.com.br/catchup-tradicional-palmeiron-300g---15106-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:29.558692
https://meggaatacadista.com.br/catchup-picante-palmeiron-300g---15107-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:31.444055
https://meggaatacadista.com.br/goiabada-palmeiron-pt-250g---15108-13,GOIABADA PALMEIRON PT 250G,7898366930344,2025-08-01T15:22:33.537981
https://meggaatacadista.com.br/goiabada-palmeiron-500g-15109-13,GOIABADA PALMEIRON 500G,7898366930351,2025-08-01T15:22:35.693565
https://meggaatacadista.com.br/extrato-tomate-trad-palmeiron-270g---15110-13,EXTRATO TOMATE TRAD PALMEIRON 270G,7898366930740,2025-08-01T15:22:37.736630
https://meggaatacadista.com.br/molho-tomate-palmeiron-tradicional-300g-15113-13,Megga Atacadista,Não encontrado,2025-08-01T15:22:39.572869
https://meggaatacadista.com.br/palmito-inteiro-extra-palmeiron-300g---15114-13,PALMITO INTEIRO EXTRA PALMEIRON 300G,7898366930634,2025-08-01T15:22:51.777776
https://meggaatacadista.com.br/palmito-inteiro-picado-palmeiron-300g---15115-13,PALMITO INTEIRO PICADO PALMEIRON 300G,7898366930641,2025-08-01T15:22:54.151582
https://meggaatacadista.com.br/palmito-inteiro-rodelas-palmeiron-300g---15116-13,PALMITO INTEIRO RODELAS PALMEIRON 300G,7898366930658,2025-08-01T15:22:56.351023
https://meggaatacadista.com.br/cobertura-culinaria-cheddar-roseli-0400g---15118-13,"COBERTURA CULINARIA CHEDDAR ROSELI 0,400G",7896825400131,2025-08-01T15:22:58.566339
https://meggaatacadista.com.br/req-crem-tradicional-roseli-18kg-15120-13,"REQ CREM TRADICIONAL ROSELI 1,8KG",7896825400018,2025-08-01T15:23:01.648013
https://meggaatacadista.com.br/requeijao-crem-cul-rekeminas-chedd-12kg-15122-13,"REQUEIJAO CREM CUL REKEMINAS CHEDD 1,2KG",7896825400223,2025-08-01T15:23:04.293671
https://meggaatacadista.com.br/requeijao-crem-cul-rekeminas-trad-15kg-15123-13,"REQUEIJAO CREM CUL REKEMINAS TRAD 1,5KG",7896825400988,2025-08-01T15:23:06.678805
https://meggaatacadista.com.br/vodka-skyy-750ml--15125-13,Vodka Skyy 750ml,7896010004502,2025-08-01T15:23:08.896171
https://meggaatacadista.com.br/sabao-barra-bemtevi-coco-5x180g-15130-13,SABAO BARRA BEM-TE-VI COCO 5X180G,7898031173564,2025-08-01T15:23:11.146114
https://meggaatacadista.com.br/hamburguer-misto-texas-burguer-congelado-672g---15131-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:12.816819
https://meggaatacadista.com.br/xarope-bid-grenadine-720ml-15140-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:14.859213
https://meggaatacadista.com.br/ice-wemix-3-frutas-verde-ccha-verde-275ml-15141-13,ICE WE.MIX 3 FRUTAS VERDE C/CHA VERDE 275ML,7897736409657,2025-08-01T15:23:17.105691
https://meggaatacadista.com.br/banha-frimesa-pct1kg---15142-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:18.955291
https://meggaatacadista.com.br/banha-frimesa-pt450g---15143-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:20.814632
https://meggaatacadista.com.br/presunto-fatiado-cozido--frimesa-200g---15146-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:22.738657
https://meggaatacadista.com.br/queijo-fatiado-prato-frimesa-200g-15147-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:24.526035
https://meggaatacadista.com.br/queijo-fatiado-mussarela-frimesa-200g---15148-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:26.582296
https://meggaatacadista.com.br/doce-de-leite-ccacau-p--brigadeiro-frimesa-400g-15150-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:28.307673
https://meggaatacadista.com.br/doce-de-leite-tradicional-frimesa-400g-15151-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:30.450150
https://meggaatacadista.com.br/doce-de-leite-frimesa-reserva-400g-15152-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:32.398729
https://meggaatacadista.com.br/brocolis-congelado-nao-cozido-nutriz-102kg---15159-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:43.939394
https://meggaatacadista.com.br/couve-flor-nutriz-congelado-102kg---15160-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:46.005100
https://meggaatacadista.com.br/vinho-argentino-portillo-malbec-tto-750ml---15168-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:47.741153
https://meggaatacadista.com.br/vinho-argentino-callia-torrentes-bco-19-15171-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:49.319455
https://meggaatacadista.com.br/vinho-arg-callia-syrah-rose-19-750ml-15172-13,VINHO ARG CALLIA SYRAH ROSE 19 750ML,7798108830553,2025-08-01T15:23:51.639797
https://meggaatacadista.com.br/vinho-argentino-crios-torrontes-bco--15173-13,Megga Atacadista,Não encontrado,2025-08-01T15:23:53.303107
